job_id,title,seniority,company,industry,company_size,location,posted_date,listing_age_days,salary,salary_missing,repost_count,repost_interval_days,company_open_roles,company_closed_roles,closure_ratio,hiring_velocity,role_recycling_score,engagement_latency,status,is_ghost,listing_longevity_ratio,open_close_ratio
C09C8FC5,Cloud Architect,Senior,Meridian Group,Logistics,startup,"New York, NY",28-03-2025,337,,1,5,14,37,3,0.0811,3.08,0.752,14,open,1,11.2333,12.3333
1411646C,ML Engineer,Intern,Horizon Works,Healthcare,startup,"Phoenix, AZ",14-02-2026,14,,1,1,42,4,18,1,0.33,0.1979,2,closed,0,0.4667,0.2222
C1D82244,QA Engineer,Senior,Cascade Works,Logistics,startup,"Chicago, IL",06-05-2025,298,,1,7,10,32,4,0.125,2.67,0.68,32,open,1,9.9333,8
99B864F0,Technical Lead,Intern,Nexus Dynamics,Media,mid,"Los Angeles, CA",04-12-2025,86,,1,5,17,43,1,0.0233,3.58,0.8699,30,open,1,2.8667,43
DBCD2143,Business Analyst,Senior,Iris Labs,Manufacturing,enterprise,"Chicago, IL",12-09-2025,169,135596,0,11,10,41,0,0,3.42,0.8131,43,open,1,5.6333,82
E2C0F80E,Data Scientist,Junior,Echo Analytics,Media,mid,"London, UK",02-02-2026,26,66195,0,0,0,17,22,1,1.42,0.2572,4,open,0,0.8667,0.7727
ABCBA150,Security Engineer,Director,Quantum Solutions,Finance,enterprise,"Denver, CO",03-03-2025,362,180073,0,6,14,31,2,0.114928502,2.58,0.884,26,open,1,12.0667,15.5
764D3BB3,Backend Developer,Intern,Blaze Capital,Healthcare,enterprise,"New York, NY",11-02-2026,17,53274,0,0,0,9,6,0.6667,0.75,0.0184,4,closed,0,0.5667,1.5
F21CFF7C,Backend Developer,Director,Axiom Works,Logistics,startup,"Seattle, WA",29-09-2025,152,,1,3,15,43,2,0.0465,3.58,0.8513,20,open,1,5.0667,21.5
0F95F11A,Scrum Master,Junior,Catalyst Studio,Logistics,startup,"Dallas, TX",01-09-2025,180,58900,0,5,14,24,1,0.180090347,2,0.8686,11,closed,1,6,24
9EF2BD35,Data Engineer,Lead,Opus Consulting,Education,mid,"Atlanta, GA",21-01-2026,38,146145,0,1,57,14,13,0.9286,1.17,0.1152,6,open,0,1.2667,1.0769
6480C3C8,Scrum Master,Mid-level,Neon Digital,Consulting,enterprise,"Phoenix, AZ",11-09-2025,170,,1,11,8,37,3,0.0811,3.08,0.8344,29,open,1,5.6667,12.3333
54D741C0,Data Engineer,Mid-level,Neon Partners,Healthcare,startup,"Toronto, CA",24-08-2025,188,83567,0,6,8,45,1,0.0222,3.75,0.8319,25,closed,1,6.2667,45
4C889680,Data Engineer,Junior,Kore Innovations,Consulting,startup,Remote,14-02-2026,14,70870,0,1,41,17,16,0.9412,1.42,0.3264,8,closed,0,0.4667,1.0625
54336451,Site Reliability Engineer,Lead,Apex Digital,Media,enterprise,"London, UK",09-02-2026,19,173724,0,1,40,11,17,1,0.92,0.2167,10,closed,0,0.6333,0.6471
D660B911,Software Engineer,Junior,Ionic Platforms,Education,startup,"Berlin, DE",02-05-2025,302,,1,8,11,47,1,0.0213,3.92,0.9003,36,open,1,10.0667,47
D906696F,Scrum Master,Lead,Ridge Works,Logistics,mid,"Phoenix, AZ",28-01-2026,31,,1,1,31,10,9,0.9,0.83,0.1474,6,open,0,1.0333,1.1111
C83356A9,Site Reliability Engineer,Junior,Quantum Solutions,Finance,enterprise,"Toronto, CA",23-06-2025,250,,1,11,16,31,3,0.0968,2.58,0.9745,18,open,1,8.3333,10.3333
4F7B0202,DevOps Engineer,Principal,Vortex Ventures,Retail,mid,"Miami, FL",01-02-2026,27,206931,0,0,0,4,22,1,0.33,0.0831,3,open,0,0.9,0.1818
BE0470F7,Business Analyst,Lead,Stellar Global,Consulting,mid,"Austin, TX",21-02-2026,7,156225,0,1,40,20,22,1,1.67,0.1169,3,closed,0,0.2333,0.9091
076F3CBC,ML Engineer,Lead,Synapse Collective,Manufacturing,startup,"Miami, FL",19-08-2025,193,,1,7,12,35,0,0,2.92,0.8268,19,open,1,6.4333,70
0853E30E,Data Scientist,Lead,Neon Studio,Media,enterprise,"Toronto, CA",16-01-2026,43,148445,0,1,70,18,15,0.8333,1.5,0.2663,1,open,0,1.4333,1.2
0AE71B23,Data Scientist,Lead,Opus Consulting,Education,mid,"Miami, FL",20-02-2026,8,148442,0,1,74,19,13,0.6842,1.58,0.307,4,closed,0,0.2667,1.4615
2EBA231A,Platform Engineer,Senior,Cipher Intelligence,Education,startup,"Los Angeles, CA",21-01-2026,60,137552,0,2,0,9,5,0.5556,0.75,0.217720981,4,open,0,2,1.8
31DE2657,Data Analyst,Principal,Cascade Analytics,Education,mid,"Atlanta, GA",08-03-2025,357,,1,9,18,54,4,0.182935219,4.5,0.8485,15,open,1,11.9,13.5
CE3AA935,Data Engineer,Mid-level,Neon Studio,Media,enterprise,"San Francisco, CA",09-02-2026,19,88447,0,1,65,15,19,1,1.25,0.0614,9,closed,0,0.6333,0.7895
91615FBD,Financial Analyst,Lead,Helix Networks,Consulting,startup,"Los Angeles, CA",08-02-2026,20,176040,0,1,62,14,10,0.7143,1.17,0.1769,9,closed,0,0.6667,1.4
95B1418C,Sales Executive,Junior,Monolith Solutions,Consulting,startup,"New York, NY",01-11-2025,119,73904,0,12,12,23,2,0.087,1.92,0.7588,44,open,1,3.9667,11.5
85C00D8C,Cloud Architect,Lead,Zenith Dynamics,Healthcare,enterprise,"Chicago, IL",06-02-2026,22,,1,0,0,4,23,1,0.33,0.1861,9,closed,0,0.7333,0.1739
99CA9E12,Data Analyst,Mid-level,Prism Innovations,Retail,enterprise,"Chicago, IL",02-11-2025,118,,1,7,18,30,3,0.1,2.5,0.8954,42,open,1,3.9333,10
50AF9740,Data Engineer,Mid-level,Vortex Ventures,Retail,mid,"Toronto, CA",16-01-2026,43,80744,0,1,49,7,9,1,0.58,0.2174,3,open,0,1.4333,0.7778
F1C0A35B,Sales Executive,Director,Horizon Collective,Logistics,startup,"Chicago, IL",16-02-2026,12,186526,0,0,0,14,13,0.9286,1.17,0.0354,10,closed,0,0.4,1.0769
D8CC19D5,Financial Analyst,Principal,Quantum Solutions,Finance,enterprise,"Seattle, WA",23-03-2025,342,,1,4,13,44,0,0,3.67,0.9732,40,open,1,11.4,88
C3C00644,Data Engineer,Director,Ionic Platforms,Education,startup,"Denver, CO",10-05-2025,294,,1,4,8,46,4,0.087,3.83,0.9015,28,open,1,9.8,11.5
7F9830ED,Backend Developer,Mid-level,Cascade Analytics,Education,mid,"New York, NY",16-01-2026,57,115161,0,1,0,7,21,1,0.58,0.422027492,2,closed,0,1.9,0.3333
B9F1D345,Scrum Master,Principal,Jade Innovations,Technology,startup,"Chicago, IL",17-05-2025,287,206940,0,11,9,44,2,0.0455,3.67,0.8055,37,open,1,9.5667,22
F38AFD4E,Backend Developer,Lead,Axiom Studio,Technology,enterprise,"Miami, FL",21-02-2026,19,145067,0,3,64,13,15,1,1.08,0.485031295,10,closed,0,0.6333,0.8667
3773A27F,Data Analyst,Senior,Prism Dynamics,Technology,enterprise,"Dallas, TX",04-02-2026,24,132449,0,0,0,2,10,1,0.17,0.1418,1,open,0,0.8,0.2
971DBA51,Business Analyst,Intern,Vector Analytics,Finance,mid,"London, UK",22-06-2025,251,42400,0,9,14,51,1,0.0196,4.25,0.8894,15,open,1,8.3667,51
790913F0,ML Engineer,Intern,Axiom Studio,Technology,enterprise,"Miami, FL",30-11-2025,90,,1,8,12,23,2,0.087,1.92,0.7349,24,open,1,3,11.5
81F9E98A,Technical Lead,Intern,Helix Works,Consulting,mid,"Miami, FL",09-10-2025,142,50455,0,9,17,15,0,0,1.25,0.6808,26,open,1,4.7333,30
C7A3D425,Technical Lead,Senior,Ionic Analytics,Manufacturing,enterprise,"Atlanta, GA",23-04-2025,311,,1,10,19,16,0,0,1.33,0.8921,29,open,1,10.3667,32
4D9C4060,DevOps Engineer,Principal,Catalyst Innovations,Media,startup,"Atlanta, GA",11-09-2025,170,,1,7,9,31,4,0.129,2.58,0.7656,27,closed,1,5.6667,7.75
671B077F,Operations Manager,Principal,Flux Partners,Technology,enterprise,Remote,09-02-2026,19,181969,0,0,0,3,18,1,0.25,0.2182,1,closed,0,0.6333,0.1667
0AC779AF,Software Engineer,Principal,Monolith Solutions,Consulting,startup,"San Francisco, CA",27-05-2025,277,203330,0,11,18,37,1,0.027,3.08,0.8626,20,open,1,9.2333,37
0FE874B9,Site Reliability Engineer,Principal,Apex Group,Retail,startup,Remote,12-05-2025,292,,1,9,12,43,1,0.0233,3.58,0.9807,16,open,1,9.7333,43
B16B57A1,HR Generalist,Senior,Synapse Collective,Manufacturing,startup,"Seattle, WA",31-03-2025,334,117416,0,5,18,52,1,0.0192,4.33,0.8211,11,open,1,11.1333,52
84BF074D,Financial Analyst,Director,Apex Group,Retail,startup,"Denver, CO",09-12-2025,81,,1,10,15,28,3,0.1071,2.33,0.7542,12,open,1,2.7,9.3333
1721EBB6,Data Engineer,Senior,Ionic Consulting,Finance,startup,"Berlin, DE",11-03-2025,354,140751,0,6,12,39,2,0.0513,3.25,0.6899,22,open,1,11.8,19.5
87D6CC88,Data Scientist,Mid-level,Quantum Solutions,Finance,enterprise,"Atlanta, GA",17-11-2025,103,107062,0,5,16,24,3,0.125,2,0.7333,38,open,1,3.4333,8
6F1B23D3,Security Engineer,Mid-level,Pulse Collective,Manufacturing,startup,"Berlin, DE",16-08-2025,196,,1,11,17,42,2,0.0476,3.5,0.7708,41,open,1,6.5333,21
352FCE4D,Site Reliability Engineer,Mid-level,Vortex Ventures,Retail,mid,"Miami, FL",20-01-2026,39,82899,0,1,88,3,12,1,0.25,0.1718,8,closed,0,1.3,0.25
D9803077,Backend Developer,Intern,Grid Studio,Logistics,startup,"London, UK",25-02-2026,3,53684,0,1,81,5,11,1,0.42,0.2915,4,closed,0,0.1,0.4545
6632EADD,ML Engineer,Mid-level,Luminary Intelligence,Media,mid,"Seattle, WA",17-01-2026,42,113226,0,0,0,6,22,1,0.5,0.3222,4,closed,0,1.4,0.2727
53AD3C91,Platform Engineer,Mid-level,Flux Ventures,Consulting,startup,"Austin, TX",23-01-2026,36,109482,0,0,0,17,14,0.8235,1.42,0.2819,6,closed,0,1.2,1.2143
7E568558,Product Manager,Lead,Helix Intelligence,Retail,enterprise,"New York, NY",19-02-2026,9,149155,0,0,0,4,21,1,0.33,0.1437,2,closed,0,0.3,0.1905
463193BE,Data Scientist,Mid-level,Vertex Consulting,Finance,startup,"Denver, CO",06-02-2026,22,106429,0,0,0,6,16,1,0.5,0.2396,2,closed,0,0.7333,0.375
9BCD012F,Cloud Architect,Principal,Forge Partners,Manufacturing,enterprise,"Chicago, IL",19-01-2026,40,197943,0,0,0,11,5,0.4545,0.92,0.0011,6,open,0,1.3333,2.2
B63665E4,Financial Analyst,Lead,Flux Labs,Retail,startup,"Miami, FL",22-02-2026,6,,1,0,0,16,12,0.75,1.33,0.0817,4,open,0,0.2,1.3333
E8999231,HR Generalist,Lead,Pulse Technologies,Media,mid,"Denver, CO",18-02-2026,32,172663,0,2,0,13,23,1,1.08,0.304040524,5,closed,0,1.0667,0.5652
67345A04,Technical Lead,Lead,Pulse Partners,Finance,startup,"Phoenix, AZ",16-02-2026,12,176777,0,1,47,7,21,1,0.58,0.1224,8,closed,0,0.4,0.3333
41E70F63,Marketing Manager,Principal,Kore Innovations,Consulting,startup,"Austin, TX",14-01-2026,45,172890,0,0,0,19,9,0.4737,1.58,0.1553,2,open,0,1.5,2.1111
34DB7900,Data Analyst,Intern,Neon Ventures,Retail,enterprise,"Berlin, DE",18-02-2026,10,58582,0,0,0,13,7,0.5385,1.08,0.2673,9,closed,0,0.3333,1.8571
D004B757,Data Scientist,Lead,Catalyst Studio,Logistics,startup,"London, UK",09-09-2025,172,143270,0,10,15,19,2,0.184660002,1.58,0.8211,36,open,1,5.7333,9.5
F0B9D124,Financial Analyst,Director,Ionic Platforms,Education,startup,"London, UK",20-03-2025,345,208263,0,10,9,38,4,0.1053,3.17,0.8522,35,open,1,11.5,9.5
C532E26C,Scrum Master,Junior,Apex Group,Retail,startup,"Phoenix, AZ",05-08-2025,207,59718,0,5,9,15,0,0,1.25,0.8803,18,open,1,6.9,30
C88F875E,ML Engineer,Director,Opus Consulting,Education,mid,"Seattle, WA",20-01-2026,39,195665,0,0,0,2,25,1,0.17,0.2074,2,open,0,1.3,0.08
6D92B105,Site Reliability Engineer,Senior,Nova Dynamics,Technology,enterprise,"Seattle, WA",18-01-2026,41,136406,0,0,0,12,5,0.4167,1,0.0525,5,open,0,1.3667,2.4
41B8A145,Product Manager,Mid-level,Pulse Technologies,Media,mid,"Phoenix, AZ",20-03-2025,345,84924,0,6,17,56,1,0.0179,4.67,0.6711,10,open,1,11.5,56
10FCA6AE,Marketing Manager,Principal,Forge Intelligence,Finance,startup,"Boston, MA",11-02-2026,17,,1,1,58,11,17,1,0.92,0.2044,8,closed,0,0.5667,0.6471
02F9407A,Security Engineer,Senior,Arch Dynamics,Healthcare,enterprise,"Chicago, IL",16-01-2026,43,138072,0,1,50,12,16,1,1,0.3469,3,open,0,1.4333,0.75
21A9FD17,Site Reliability Engineer,Mid-level,Nexus Dynamics,Media,mid,"London, UK",23-03-2025,342,,1,12,19,53,3,0.170277701,4.42,0.7008,33,open,1,11.4,17.6667
AE0EDEA3,Security Engineer,Mid-level,Cascade Works,Logistics,startup,"Los Angeles, CA",11-04-2025,323,,1,9,20,49,3,0.0612,4.08,0.7501,13,open,1,10.7667,16.3333
FBD82545,Financial Analyst,Junior,Helix Networks,Consulting,startup,"Dallas, TX",18-02-2026,10,60958,0,0,0,16,19,1,1.33,0.2728,6,open,0,0.3333,0.8421
850D0FD1,Platform Engineer,Lead,Forge Works,Healthcare,mid,"London, UK",30-07-2025,213,140865,0,10,13,36,3,0.0833,3,0.6889,13,open,1,7.1,12
CF5E8377,Sales Executive,Lead,Apex Digital,Media,enterprise,"Boston, MA",20-01-2026,39,142832,0,1,38,19,15,0.7895,1.58,0.0785,3,closed,0,1.3,1.2667
0A89D917,UX Designer,Director,Pinnacle Studio,Consulting,startup,"Miami, FL",21-03-2025,344,,1,8,8,32,4,0.125,2.67,0.9458,45,open,1,11.4667,8
640DE596,Financial Analyst,Junior,Flux Labs,Retail,startup,"Los Angeles, CA",20-02-2026,8,63056,0,0,0,2,17,1,0.17,0.2357,3,closed,0,0.2667,0.1176
D86609E6,Marketing Manager,Senior,Catalyst Labs,Technology,startup,"Atlanta, GA",12-02-2026,30,119205,0,2,0,14,11,0.7857,1.17,0.286561203,3,closed,0,1,1.2727
90692AD5,HR Generalist,Intern,Kore Innovations,Consulting,startup,"Miami, FL",13-02-2026,15,59202,0,0,0,2,14,1,0.17,0.2102,2,closed,0,0.5,0.1429
83126CF3,DevOps Engineer,Principal,Forge Dynamics,Finance,startup,"Austin, TX",29-01-2026,30,187694,0,0,0,10,25,1,0.83,0.1908,7,closed,0,1,0.4
0A3D9EEF,Security Engineer,Junior,Forge Intelligence,Finance,startup,"Berlin, DE",22-02-2026,6,58280,0,0,0,18,24,1,1.5,0.0397,5,closed,0,0.2,0.75
7AEF9D53,Scrum Master,Principal,Catalyst Innovations,Media,startup,"San Francisco, CA",17-09-2025,164,208223,0,9,15,54,3,0.0556,4.5,0.897,43,open,1,5.4667,18
2CAC65A1,Marketing Manager,Junior,Apex Networks,Media,mid,"London, UK",08-02-2026,20,,1,1,36,14,11,0.7857,1.17,0.0871,4,closed,0,0.6667,1.2727
F8033BD9,Backend Developer,Director,Nexus Dynamics,Media,mid,"Toronto, CA",02-02-2026,56,211553,0,3,52,8,18,1,0.67,0.4450457,2,closed,0,1.8667,0.4444
E4D836BC,ML Engineer,Intern,Luminary Systems,Consulting,enterprise,"Atlanta, GA",09-02-2026,19,,1,1,65,3,14,1,0.25,0.2849,4,open,0,0.6333,0.2143
BEA978AA,Backend Developer,Lead,Meridian Analytics,Media,enterprise,"New York, NY",17-02-2026,11,173732,0,0,0,15,18,1,1.25,0.1995,4,open,0,0.3667,0.8333
B1228AC7,QA Engineer,Principal,Zenith Studio,Consulting,enterprise,"Phoenix, AZ",23-01-2026,36,171939,0,1,70,16,8,0.5,1.33,0.0023,9,closed,0,1.2,2
B967D15D,Product Manager,Director,Vertex Consulting,Finance,startup,"Dallas, TX",21-02-2026,7,,1,1,82,7,22,1,0.58,0.1937,6,closed,0,0.2333,0.3182
C7B5FE0D,QA Engineer,Junior,Forge Global,Logistics,startup,"Dallas, TX",11-04-2025,323,69346,0,12,17,21,0,0,1.75,0.9869,17,closed,1,10.7667,42
82306D7B,Data Analyst,Intern,Axiom Works,Logistics,startup,"Austin, TX",08-08-2025,204,,1,8,8,54,2,0.037,4.5,0.9635,19,open,1,6.8,27
E8F6B2D7,Data Scientist,Senior,Catalyst Labs,Technology,startup,"New York, NY",18-07-2025,225,,1,12,11,16,0,0,1.33,0.9999,27,open,1,7.5,32
0DB9529D,HR Generalist,Mid-level,Monolith Consulting,Finance,mid,"Chicago, IL",28-11-2025,92,88272,0,8,13,56,0,0.062027774,4.67,0.7295,39,open,1,3.0667,112
BC5A3B2B,Security Engineer,Intern,Apex Networks,Media,mid,"Chicago, IL",15-01-2026,44,56447,0,0,0,12,11,0.9167,1,0.0961,4,closed,0,1.4667,1.0909
7EBFF1D6,Scrum Master,Lead,Grid Systems,Retail,mid,"Seattle, WA",25-08-2025,187,,1,7,13,36,2,0.0556,3,0.6984,42,open,1,6.2333,18
0314F263,Site Reliability Engineer,Intern,Neon Digital,Consulting,enterprise,"Chicago, IL",13-08-2025,199,,1,5,9,32,0,0,2.67,0.7223,32,open,1,6.6333,64
335FB11E,Data Scientist,Junior,Flux Innovations,Consulting,startup,"Austin, TX",02-02-2026,26,81841,0,1,37,12,25,1,1,0.2603,10,closed,0,0.8667,0.48
9499A2A2,Data Engineer,Mid-level,Monolith Consulting,Finance,mid,"Seattle, WA",21-01-2026,50,112901,0,3,53,12,24,1,1,0.354407914,10,closed,0,1.6667,0.5
2B975517,Technical Lead,Senior,Ionic Analytics,Manufacturing,enterprise,"New York, NY",20-10-2025,131,,1,10,20,32,1,0.0312,2.67,0.8624,21,open,1,4.3667,32
8D0D75A2,ML Engineer,Junior,Meridian Capital,Retail,mid,"Austin, TX",03-04-2025,331,,1,9,16,58,1,0.0172,4.83,0.8633,34,open,1,11.0333,58
3644D0BA,Cloud Architect,Principal,Quantum Solutions,Finance,enterprise,"Berlin, DE",01-04-2025,333,194253,0,10,9,51,3,0.0588,4.25,0.8622,42,open,1,11.1,17
922DDD57,Technical Lead,Senior,Ionic Group,Finance,mid,"Chicago, IL",20-01-2026,39,157437,0,1,61,7,20,1,0.58,0.0134,1,closed,0,1.3,0.35
C31D7790,Security Engineer,Director,Forge Partners,Manufacturing,enterprise,"Phoenix, AZ",19-01-2026,40,,1,0,0,3,8,1,0.25,0.1405,2,closed,0,1.3333,0.375
B84C29CA,Cloud Architect,Mid-level,Helix Works,Consulting,mid,"Chicago, IL",02-10-2025,149,96374,0,3,13,43,4,0.093,3.58,0.8117,18,open,1,4.9667,10.75
2A35ADFF,Scrum Master,Director,Flux Ventures,Consulting,startup,"New York, NY",06-02-2026,22,233803,0,0,0,18,17,0.9444,1.5,0.0579,5,closed,0,0.7333,1.0588
9AD6F4DE,Frontend Developer,Lead,Echo Innovations,Education,startup,"New York, NY",03-06-2025,270,184252,0,4,7,58,1,0.085323328,4.83,0.9774,38,open,1,9,58
03CD644C,ML Engineer,Senior,Pinnacle Studio,Consulting,startup,Remote,06-03-2025,359,155100,0,7,11,49,3,0.0612,4.08,0.9971,35,open,1,11.9667,16.3333
0946E7A2,Business Analyst,Principal,Orion Networks,Media,enterprise,"Boston, MA",24-06-2025,249,177058,0,5,21,50,0,0,4.17,0.8263,31,open,1,8.3,100
80B943DA,QA Engineer,Lead,Zenith Dynamics,Healthcare,enterprise,"Austin, TX",27-02-2026,1,154612,0,1,32,16,9,0.5625,1.33,0.2232,2,open,0,0.0333,1.7778
0DECD533,Data Analyst,Mid-level,Stellar Solutions,Consulting,startup,"Chicago, IL",13-02-2026,15,108056,0,0,0,20,20,1,1.67,0.2178,5,closed,0,0.5,1
F8197FE6,Full Stack Developer,Intern,Prism Innovations,Retail,enterprise,"Los Angeles, CA",09-04-2025,325,,1,10,12,59,0,0,4.92,0.7828,16,open,1,10.8333,118
39F4AB17,Data Scientist,Director,Synapse Collective,Manufacturing,startup,"Seattle, WA",27-12-2025,63,,1,9,9,55,1,0.0182,4.58,0.6532,42,open,1,2.1,55
7C149707,Business Analyst,Principal,Monolith Solutions,Consulting,startup,"Phoenix, AZ",26-06-2025,247,163073,0,6,16,57,0,0.051130791,4.75,0.9374,10,open,1,8.2333,114
A49DFBE0,DevOps Engineer,Director,Prism Dynamics,Technology,enterprise,"Berlin, DE",16-01-2026,43,185888,0,0,0,12,14,1,1,0.211,8,open,0,1.4333,0.8571
496FF570,HR Generalist,Junior,Neon Digital,Consulting,enterprise,"London, UK",17-08-2025,195,64052,0,8,21,36,3,0.0833,3,0.7167,43,open,1,6.5,12
6B0D4F62,ML Engineer,Director,Stellar Ventures,Finance,enterprise,"Seattle, WA",05-02-2026,23,,1,1,55,7,19,1,0.58,0.0701,3,open,0,0.7667,0.3684
A92E925C,QA Engineer,Senior,Echo Innovations,Education,startup,"Austin, TX",22-02-2026,16,138016,0,1,0,10,17,1,0.83,0.366201518,2,closed,0,0.5333,0.5882
42B033BA,Platform Engineer,Intern,Ionic Consulting,Finance,startup,"Austin, TX",18-04-2025,316,,1,8,7,21,3,0.1429,1.75,0.7692,35,closed,1,10.5333,7
4803B840,DevOps Engineer,Principal,Vector Global,Technology,enterprise,"Chicago, IL",24-01-2026,35,176921,0,1,44,20,24,1,1.67,0.2887,9,open,0,1.1667,0.8333
798326F6,ML Engineer,Lead,Catalyst Group,Technology,mid,"Austin, TX",26-01-2026,33,162692,0,1,61,2,19,1,0.17,0.1306,4,open,0,1.1,0.1053
7DA57F3A,QA Engineer,Lead,Prism Dynamics,Technology,enterprise,"New York, NY",20-02-2026,8,181853,0,0,0,13,20,1,1.08,0.294,9,closed,0,0.2667,0.65
CA4C3903,Product Manager,Senior,Zenith Studio,Consulting,enterprise,"Miami, FL",09-02-2026,19,137449,0,1,75,8,11,1,0.67,0.0463,1,closed,0,0.6333,0.7273
93DCB0C8,Data Analyst,Lead,Pulse Partners,Finance,startup,"Chicago, IL",26-02-2026,2,163013,0,0,0,15,9,0.6,1.25,0.124,3,closed,0,0.0667,1.6667
BB24813B,Cloud Architect,Senior,Ionic Partners,Retail,mid,"Phoenix, AZ",15-01-2026,62,154362,0,2,0,6,5,0.8333,0.5,0.44397522,8,closed,0,2.0667,1.2
AABC6F3C,Data Analyst,Lead,Forge Dynamics,Finance,startup,"Berlin, DE",23-01-2026,36,164963,0,1,63,18,21,1,1.5,0.1489,10,closed,0,1.2,0.8571
449A96C5,QA Engineer,Director,Titan Partners,Technology,enterprise,"Austin, TX",20-02-2026,8,,1,0,0,20,18,0.9,1.67,0.0086,8,closed,0,0.2667,1.1111
5CD70877,HR Generalist,Director,Echo Analytics,Media,mid,"Berlin, DE",27-01-2026,32,,1,0,0,3,11,1,0.25,0.2947,2,closed,0,1.0667,0.2727
0EA74CA8,Scrum Master,Director,Pulse Dynamics,Technology,startup,"Toronto, CA",10-02-2026,18,217104,0,0,0,13,22,1,1.08,0.0598,10,closed,0,0.6,0.5909
32B05A23,Data Engineer,Senior,Flux Innovations,Consulting,startup,"Denver, CO",24-02-2026,4,123496,0,0,0,7,9,1,0.58,0.3138,5,open,0,0.1333,0.7778
0EF1E41B,Technical Lead,Junior,Ridge Works,Logistics,mid,Remote,06-02-2026,22,72389,0,0,0,3,14,1,0.25,0.1722,4,closed,0,0.7333,0.2143
ACE16B1D,UX Designer,Intern,Prism Networks,Education,enterprise,"Seattle, WA",13-02-2026,15,,1,0,0,5,22,1,0.42,0.1331,7,closed,0,0.5,0.2273
2CDA8F6F,ML Engineer,Mid-level,Prism Networks,Education,enterprise,"Dallas, TX",06-02-2026,22,107805,0,0,0,17,22,1,1.42,0.1905,1,closed,0,0.7333,0.7727
489898BA,Site Reliability Engineer,Senior,Quark Systems,Education,enterprise,"London, UK",20-02-2026,8,137829,0,1,40,9,25,1,0.75,0.3069,2,closed,0,0.2667,0.36
5FBF1827,Data Engineer,Principal,Ridge Systems,Retail,enterprise,"Denver, CO",21-02-2026,7,205451,0,1,76,17,23,1,1.42,0.341,2,closed,0,0.2333,0.7391
C8B12D30,Cloud Architect,Intern,Pinnacle Technologies,Retail,startup,"Berlin, DE",22-05-2025,282,,1,7,18,58,2,0.0345,4.83,0.8473,20,open,1,9.4,29
F8154FD2,UX Designer,Lead,Lynx Intelligence,Retail,startup,"Atlanta, GA",15-01-2026,44,142311,0,0,0,3,8,1,0.25,0.161,5,closed,0,1.4667,0.375
3E970706,DevOps Engineer,Senior,Cascade Analytics,Education,mid,"Berlin, DE",12-07-2025,231,131889,0,7,12,38,4,0.1053,3.17,0.6569,17,open,1,7.7,9.5
0E4A233C,Marketing Manager,Director,Pulse Technologies,Media,mid,"Miami, FL",13-11-2025,107,,1,7,11,40,4,0.22203611,3.33,0.8874,41,open,1,3.5667,10
C1C3138A,ML Engineer,Principal,Meridian Analytics,Media,enterprise,"Miami, FL",19-02-2026,9,,1,0,0,3,19,1,0.25,0.1174,5,closed,0,0.3,0.1579
1BED1C24,Data Analyst,Junior,Monolith Solutions,Consulting,startup,"San Francisco, CA",28-01-2026,44,63146,0,3,87,2,15,1,0.17,0.471267607,6,closed,0,1.4667,0.1333
E0953CD2,Cloud Architect,Director,Meridian Capital,Retail,mid,"San Francisco, CA",12-06-2025,261,,1,5,9,36,0,0,3,0.8419,26,open,1,8.7,72
45E83B6D,Full Stack Developer,Principal,Helix Labs,Media,mid,"Chicago, IL",21-02-2026,7,187126,0,1,71,17,15,0.8824,1.42,0.2178,10,closed,0,0.2333,1.1333
EE5F736B,Data Engineer,Intern,Quantum Solutions,Finance,enterprise,"London, UK",06-03-2025,359,,1,6,12,21,0,0.118426313,1.75,0.7704,32,open,1,11.9667,42
7D7BC688,Technical Lead,Senior,Helix Works,Consulting,mid,"Phoenix, AZ",11-12-2025,79,,1,9,21,36,1,0.0278,3,0.9723,33,open,1,2.6333,36
FBFE07B6,Site Reliability Engineer,Director,Stellar Ventures,Finance,enterprise,"Berlin, DE",24-01-2026,35,188891,0,0,0,17,13,0.7647,1.42,0.1456,4,open,0,1.1667,1.3077
8B75BBE5,Marketing Manager,Lead,Pulse Technologies,Media,mid,"Seattle, WA",21-03-2025,344,164620,0,4,21,21,3,0.1429,1.75,0.9149,20,open,1,11.4667,7
4DBA4B69,Platform Engineer,Intern,Cipher Intelligence,Education,startup,"Chicago, IL",24-02-2026,16,36999,0,2,0,13,21,1,1.08,0.32494108,4,closed,0,0.5333,0.619
561C339E,HR Generalist,Intern,Apex Group,Retail,startup,"Boston, MA",30-08-2025,182,,1,12,17,25,4,0.16,2.08,0.7127,19,open,1,6.0667,6.25
D6494CCC,Data Engineer,Lead,Vertex Partners,Logistics,enterprise,"Austin, TX",18-02-2026,10,171482,0,0,0,2,15,1,0.17,0.0559,7,open,0,0.3333,0.1333
8EAE5707,UX Designer,Lead,Cipher Intelligence,Education,startup,"Denver, CO",03-02-2026,46,,1,2,49,16,10,0.625,1.33,0.144554263,5,open,0,1.5333,1.6
E24FC2F0,HR Generalist,Junior,Quark Systems,Education,enterprise,"Dallas, TX",24-01-2026,35,79584,0,1,56,2,15,1,0.17,0.3359,1,closed,0,1.1667,0.1333
